entity_id,type,debit,credit,amount,fee,tax,settlement_id,settlement_utr,order_id,settled_at
acc_genfin_demo01,settlement,0.0,55254.61,55260.51,5.0,0.9,SETL-42-000017,UTR297843755831,,2025-02-06
acc_genfin_demo01,settlement,0.0,56889.64,56889.64,0.0,0.0,SETL-42-000018,UTR972206106343,,2025-11-07
acc_genfin_demo01,settlement,0.0,58239.31,58239.31,0.0,0.0,SETL-42-000019,UTR636116626269,,2026-04-14
acc_genfin_demo01,settlement,0.0,56678.1,56678.1,0.0,0.0,SETL-42-000020,UTR922004386625,,2026-03-22
acc_genfin_demo01,settlement,0.0,57461.93,57461.93,0.0,0.0,SETL-42-000021,UTR910632290252,,2026-01-31
acc_genfin_demo01,settlement,0.0,72114.16,72114.16,0.0,0.0,SETL-42-000022,UTR109303801598,,2025-02-17
acc_genfin_demo01,settlement,0.0,85807.65,85807.65,0.0,0.0,SETL-42-000023,UTR760899466369,,2026-04-27
acc_genfin_demo01,settlement,0.0,52527.6,53797.21,1075.94,193.67,SETL-42-000024,UTR506536349103,,2026-03-03
acc_genfin_demo01,settlement,0.0,24144.73,24144.73,0.0,0.0,SETL-42-000025,UTR270992801453,,2025-09-14
acc_genfin_demo01,settlement,0.0,108180.32,108209.82,25.0,4.5,SETL-42-000026,UTR935535678289,,2025-04-13
acc_genfin_demo01,settlement,0.0,27064.15,27064.15,0.0,0.0,SETL-42-000027,UTR224053412068,,2026-08-03
acc_genfin_demo01,settlement,0.0,48705.66,48705.66,0.0,0.0,SETL-42-000028,UTR102893602501,,2025-05-20
acc_genfin_demo01,settlement,0.0,48134.18,48134.18,0.0,0.0,SETL-42-000029,UTR919372689921,,2026-08-20
acc_genfin_demo01,settlement,0.0,19195.91,19195.91,0.0,0.0,SETL-42-000030,UTR338507683829,,2025-12-06
acc_genfin_demo01,settlement,0.0,26913.33,26919.23,5.0,0.9,SETL-42-000031,UTR678491956991,,2025-10-19
acc_genfin_demo01,settlement,0.0,37951.1,37951.1,0.0,0.0,SETL-42-000032,UTR471683211492,,2025-05-26
acc_genfin_demo01,settlement,0.0,55004.13,55010.03,5.0,0.9,SETL-42-000033,UTR287329054994,,2025-04-19
acc_genfin_demo01,settlement,0.0,58274.04,58274.04,0.0,0.0,SETL-42-000034,UTR840389502965,,2026-07-10
acc_genfin_demo01,settlement,0.0,30610.35,30610.35,0.0,0.0,SETL-42-000035,UTR219301184123,,2026-06-11
acc_genfin_demo01,settlement,0.0,168049.91,168055.81,5.0,0.9,SETL-42-000036,UTR680092459342,INV-42-001900|INV-42-001342|INV-42-000396|INV-42-001711|INV-42-001509|INV-42-000960|INV-42-000642|INV-42-001425|INV-42-000399|INV-42-001912|INV-42-001296|INV-42-001189|INV-42-000569|INV-42-000555|INV-42-000988|INV-42-000514,2025-01-23
acc_genfin_demo01,settlement,0.0,119259.71,119259.71,0.0,0.0,SETL-42-000037,UTR673542314563,INV-42-000612|INV-42-001603|INV-42-001887|INV-42-000911|INV-42-001456|INV-42-000104|INV-42-001929,2026-07-01
acc_genfin_demo01,settlement,0.0,161781.16,161781.16,0.0,0.0,SETL-42-000038,UTR862532865065,INV-42-001394|INV-42-000608|INV-42-001599|INV-42-000212|INV-42-000003|INV-42-000025|INV-42-000970|INV-42-001901|INV-42-001157|INV-42-001822|INV-42-000202|INV-42-001170|INV-42-000793|INV-42-001894|INV-42-000560|INV-42-001601|INV-42-001557|INV-42-000873,2025-08-21
acc_genfin_demo01,settlement,0.0,181589.26,181595.16,5.0,0.9,SETL-42-000039,UTR250728444681,INV-42-001298|INV-42-000766|INV-42-000836|INV-42-001498|INV-42-001406|INV-42-001635|INV-42-001185,2025-05-20
acc_genfin_demo01,settlement,0.0,500389.35,500389.35,0.0,0.0,SETL-42-000040,UTR585427833030,INV-42-000650|INV-42-001018|INV-42-001236|INV-42-000348|INV-42-000343|INV-42-000179|INV-42-000884|INV-42-001717|INV-42-001317|INV-42-000543|INV-42-001621|INV-42-001506|INV-42-000222|INV-42-001130|INV-42-001353|INV-42-000542|INV-42-001439|INV-42-000787|INV-42-001055|INV-42-001131|INV-42-001853|INV-42-001231|INV-42-001299|INV-42-001421|INV-42-001373|INV-42-001505|INV-42-000001|INV-42-000619|INV-42-000066|INV-42-000676|INV-42-000943|INV-42-001854|INV-42-000188|INV-42-000052|INV-42-001913|INV-42-001729,2025-04-28
acc_genfin_demo01,settlement,0.0,69341.28,69341.28,0.0,0.0,SETL-42-000041,UTR715275153861,INV-42-000126|INV-42-001547|INV-42-000846|INV-42-000728|INV-42-001693|INV-42-000077|INV-42-000529|INV-42-000530|INV-42-000092,2026-02-05
acc_genfin_demo01,settlement,0.0,204160.04,204160.04,0.0,0.0,SETL-42-000042,UTR904871150347,INV-42-001043|INV-42-000351|INV-42-001339|INV-42-000182|INV-42-001744|INV-42-000954|INV-42-001688|INV-42-000963|INV-42-001220|INV-42-000906|INV-42-000013|INV-42-000643|INV-42-001217|INV-42-001199|INV-42-000435|INV-42-001515|INV-42-000696|INV-42-000346|INV-42-000478|INV-42-000424|INV-42-001423|INV-42-001327,2026-05-30
acc_genfin_demo01,settlement,0.0,159628.4,159628.4,0.0,0.0,SETL-42-000043,UTR276228516964,INV-42-000312|INV-42-001548|INV-42-001956|INV-42-000807|INV-42-001207|INV-42-001585|INV-42-001462|INV-42-001536|INV-42-000577|INV-42-000442|INV-42-000840|INV-42-001389|INV-42-000258|INV-42-001485|INV-42-001847|INV-42-001962|INV-42-000627|INV-42-000026|INV-42-001191|INV-42-000821|INV-42-000391,2025-03-05
acc_genfin_demo01,settlement,0.0,314793.73,314793.73,0.0,0.0,SETL-42-000044,UTR983327564473,INV-42-001708|INV-42-001311|INV-42-000288|INV-42-000298|INV-42-001593|INV-42-000048|INV-42-001661|INV-42-000259|INV-42-001344|INV-42-001087|INV-42-000637|INV-42-001788|INV-42-001330|INV-42-001583|INV-42-000715|INV-42-001190|INV-42-000158|INV-42-000405|INV-42-000368|INV-42-001144|INV-42-001405|INV-42-001930|INV-42-001132|INV-42-000554|INV-42-000759|INV-42-000375|INV-42-000994|INV-42-000670|INV-42-001592,2025-01-16
acc_genfin_demo01,settlement,0.0,227398.27,227398.27,0.0,0.0,SETL-42-000045,UTR116815649835,INV-42-000407|INV-42-001742|INV-42-001324|INV-42-000598|INV-42-000383|INV-42-000744|INV-42-000313|INV-42-001345|INV-42-001931|INV-42-001432|INV-42-001257|INV-42-001895|INV-42-001002|INV-42-001642|INV-42-001685|INV-42-001795|INV-42-001004|INV-42-001227|INV-42-001142|INV-42-000937,2025-08-11
acc_genfin_demo01,settlement,0.0,436028.21,436028.21,0.0,0.0,SETL-42-000046,UTR721770621957,INV-42-001553|INV-42-000387|INV-42-001600|INV-42-001377|INV-42-000831|INV-42-000274|INV-42-000154|INV-42-000860|INV-42-001698|INV-42-000905|INV-42-000897|INV-42-001284|INV-42-001554|INV-42-001991|INV-42-001707|INV-42-000917|INV-42-000741|INV-42-000054|INV-42-001687|INV-42-000047|INV-42-001519|INV-42-001336|INV-42-000071,2025-10-21
acc_genfin_demo01,settlement,0.0,64942.23,64942.23,0.0,0.0,SETL-42-000047,UTR220393216142,INV-42-001326|INV-42-001457|INV-42-001720|INV-42-000020,2026-06-06
acc_genfin_demo01,settlement,0.0,69435.78,69435.78,0.0,0.0,SETL-42-000048,UTR999369885263,INV-42-001612|INV-42-001704|INV-42-001812|INV-42-001415|INV-42-001195,2025-04-25
acc_genfin_demo01,settlement,0.0,284816.96,284816.96,0.0,0.0,SETL-42-000049,UTR460811244957,INV-42-000436|INV-42-000956|INV-42-001647|INV-42-000571|INV-42-000817|INV-42-000607|INV-42-000046|INV-42-000916|INV-42-001935|INV-42-001246|INV-42-001312|INV-42-000070|INV-42-000788|INV-42-000551|INV-42-000239|INV-42-001774|INV-42-001228|INV-42-000114|INV-42-000283|INV-42-001319|INV-42-001206|INV-42-000402|INV-42-001198|INV-42-000694|INV-42-000374|INV-42-000768,2025-10-26
acc_genfin_demo01,settlement,0.0,143521.95,143521.95,0.0,0.0,SETL-42-000050,UTR685110954992,INV-42-001917|INV-42-000409|INV-42-000762|INV-42-000651|INV-42-000515|INV-42-000534|INV-42-001304|INV-42-000678|INV-42-000564|INV-42-000469|INV-42-001222|INV-42-001858|INV-42-000153|INV-42-000269|INV-42-001786,2025-06-09
acc_genfin_demo01,settlement,0.0,228244.86,228244.86,0.0,0.0,SETL-42-000051,UTR957778546744,INV-42-001609|INV-42-001531|INV-42-001486|INV-42-001572|INV-42-001278|INV-42-000353|INV-42-000067|INV-42-001598|INV-42-000895|INV-42-000764|INV-42-000709|INV-42-001818|INV-42-000172|INV-42-000293|INV-42-001375|INV-42-001243|INV-42-001159|INV-42-001325|INV-42-001523|INV-42-001848,2026-08-01
acc_genfin_demo01,settlement,0.0,492039.75,492039.75,0.0,0.0,SETL-42-000052,UTR285994734911,INV-42-000236|INV-42-001981|INV-42-001333|INV-42-001616|INV-42-001830|INV-42-000094|INV-42-000535|INV-42-000989|INV-42-000570|INV-42-000340|INV-42-001562|INV-42-002000|INV-42-000404|INV-42-000557|INV-42-000010|INV-42-001737|INV-42-001916|INV-42-001465|INV-42-000345|INV-42-000972|INV-42-001221|INV-42-000876|INV-42-001677|INV-42-001683|INV-42-000120,2025-09-14
acc_genfin_demo01,settlement,0.0,403517.28,403517.28,0.0,0.0,SETL-42-000053,UTR383866183181,INV-42-001288|INV-42-000630|INV-42-000749|INV-42-001196|INV-42-001165|INV-42-001124|INV-42-001610|INV-42-001512|INV-42-000078|INV-42-001718|INV-42-000148|INV-42-000947|INV-42-000567|INV-42-001372|INV-42-001466|INV-42-001041|INV-42-000484|INV-42-001006|INV-42-000711|INV-42-001023,2026-02-20
acc_genfin_demo01,settlement,0.0,451723.14,451723.14,0.0,0.0,SETL-42-000054,UTR870088839861,INV-42-001811|INV-42-001567|INV-42-001969|INV-42-001401|INV-42-001790|INV-42-001263|INV-42-001064|INV-42-001012|INV-42-001005|INV-42-001015|INV-42-001282|INV-42-001370|INV-42-000757|INV-42-001565|INV-42-000907|INV-42-001911|INV-42-001254|INV-42-001814|INV-42-000195|INV-42-000177|INV-42-000871|INV-42-001834|INV-42-000199|INV-42-001451|INV-42-001379|INV-42-000123|INV-42-001204|INV-42-001354|INV-42-000735|INV-42-001428|INV-42-000064|INV-42-000725|INV-42-000923|INV-42-001213|INV-42-001990|INV-42-001617|INV-42-000664|INV-42-001338,2025-06-11
acc_genfin_demo01,settlement,0.0,326310.05,326310.05,0.0,0.0,SETL-42-000055,UTR673997939649,INV-42-000220|INV-42-000081|INV-42-000417|INV-42-000721|INV-42-001203|INV-42-000176|INV-42-000231|INV-42-000611|INV-42-000184|INV-42-000380|INV-42-001410|INV-42-001638|INV-42-001160|INV-42-000049|INV-42-000863|INV-42-000304|INV-42-001359|INV-42-001941|INV-42-000473|INV-42-001027|INV-42-000470|INV-42-001398|INV-42-000392|INV-42-000705|INV-42-001602|INV-42-001574|INV-42-001898|INV-42-001168|INV-42-001280|INV-42-001843|INV-42-001563|INV-42-000366,2026-03-18
acc_genfin_demo01,settlement,0.0,215662.71,215662.71,0.0,0.0,SETL-42-000056,UTR233923691429,INV-42-001054|INV-42-000232|INV-42-000767|INV-42-001420|INV-42-000663|INV-42-001772|INV-42-001867|INV-42-001013|INV-42-001239|INV-42-000789|INV-42-001086|INV-42-000101|INV-42-001866|INV-42-001561,2025-03-02
acc_genfin_demo01,settlement,0.0,305892.91,305892.91,0.0,0.0,SETL-42-000057,UTR520345685574,INV-42-001129|INV-42-000454|INV-42-001180|INV-42-001954|INV-42-001999|INV-42-001091|INV-42-000505|INV-42-001240|INV-42-000662|INV-42-001114|INV-42-001153|INV-42-001113|INV-42-000281|INV-42-000669|INV-42-001096|INV-42-000930|INV-42-000818|INV-42-001226|INV-42-001293|INV-42-000294|INV-42-001689|INV-42-001662,2025-04-05
acc_genfin_demo01,settlement,0.0,294196.59,294196.59,0.0,0.0,SETL-42-000058,UTR389609694696,INV-42-001570|INV-42-000848|INV-42-000322|INV-42-000005|INV-42-000624|INV-42-000686|INV-42-000794|INV-42-001497|INV-42-000733|INV-42-000844|INV-42-001511|INV-42-001392|INV-42-001382|INV-42-001367|INV-42-000227|INV-42-000493|INV-42-001690|INV-42-000638|INV-42-001641|INV-42-000795|INV-42-001674|INV-42-000088|INV-42-001852|INV-42-001947|INV-42-000654|INV-42-001009|INV-42-000198|INV-42-000057|INV-42-000262|INV-42-001529|INV-42-001870,2025-12-19
acc_genfin_demo01,settlement,0.0,123411.24,123411.24,0.0,0.0,SETL-42-000059,UTR873502992714,INV-42-001419|INV-42-000674|INV-42-000833|INV-42-001238|INV-42-001785|INV-42-000286|INV-42-001094|INV-42-001922|INV-42-001759|INV-42-001463|INV-42-000862|INV-42-001883|INV-42-001502|INV-42-000544,2025-07-19
acc_genfin_demo01,settlement,0.0,217490.01,217490.01,0.0,0.0,SETL-42-000060,UTR582628533738,INV-42-000673|INV-42-000815|INV-42-001652|INV-42-000861|INV-42-000946|INV-42-000327|INV-42-000440|INV-42-000044|INV-42-001322|INV-42-001660|INV-42-001283|INV-42-000465|INV-42-001765|INV-42-000277|INV-42-000393|INV-42-000477|INV-42-000729,2025-10-11
acc_genfin_demo01,settlement,0.0,393028.81,393028.81,0.0,0.0,SETL-42-000061,UTR768034115681,INV-42-000416|INV-42-000189|INV-42-000323|INV-42-000443|INV-42-000485|INV-42-001504|INV-42-001340|INV-42-000282|INV-42-000898|INV-42-001265|INV-42-001926|INV-42-001516|INV-42-000703|INV-42-000524|INV-42-000498|INV-42-001589|INV-42-001467|INV-42-001640|INV-42-001422|INV-42-001368|INV-42-001735|INV-42-001994|INV-42-001174|INV-42-000136|INV-42-000051|INV-42-001872|INV-42-001880|INV-42-001712|INV-42-000412|INV-42-000223|INV-42-001932|INV-42-001751|INV-42-000763|INV-42-001229|INV-42-000574,2025-07-07
acc_genfin_demo01,settlement,0.0,525996.59,525996.59,0.0,0.0,SETL-42-000062,UTR564741706611,INV-42-001637|INV-42-001773|INV-42-001606|INV-42-000615|INV-42-001945|INV-42-001804|INV-42-001290|INV-42-000449|INV-42-000864|INV-42-001544|INV-42-001111|INV-42-000987|INV-42-000076|INV-42-001321|INV-42-000397|INV-42-000913|INV-42-001648|INV-42-000825|INV-42-001780|INV-42-000776|INV-42-000754|INV-42-000692|INV-42-001776|INV-42-001979|INV-42-000036|INV-42-001138|INV-42-001273|INV-42-001363|INV-42-000431|INV-42-000779|INV-42-000185|INV-42-000143|INV-42-001551|INV-42-000156|INV-42-001789|INV-42-001835|INV-42-000197|INV-42-000138,2026-08-19
acc_genfin_demo01,settlement,0.0,234244.98,234244.98,0.0,0.0,SETL-42-000063,UTR641105062782,INV-42-001021|INV-42-000958|INV-42-000704|INV-42-000219|INV-42-000588|INV-42-000429|INV-42-001435|INV-42-000610|INV-42-001882|INV-42-001696|INV-42-001636|INV-42-000600|INV-42-001244|INV-42-001032|INV-42-001908|INV-42-001631|INV-42-000115|INV-42-001126,2026-08-14
acc_genfin_demo01,settlement,0.0,127924.72,127930.62,5.0,0.9,SETL-42-000064,UTR260269379999,INV-42-000523|INV-42-001108|INV-42-001187|INV-42-001993|INV-42-000810|INV-42-001328|INV-42-000492|INV-42-000386|INV-42-001302|INV-42-000613|INV-42-001764|INV-42-001885|INV-42-001623|INV-42-001083|INV-42-000742,2026-07-04
acc_genfin_demo01,settlement,0.0,516160.56,516160.56,0.0,0.0,SETL-42-000065,UTR839277845153,INV-42-001077|INV-42-001530|INV-42-001202|INV-42-000981|INV-42-001651|INV-42-001842|INV-42-001047|INV-42-000558|INV-42-001695|INV-42-001487|INV-42-001152|INV-42-001161|INV-42-000161|INV-42-001968|INV-42-001503|INV-42-001619|INV-42-001225|INV-42-000589|INV-42-000925|INV-42-000152|INV-42-000241|INV-42-001162|INV-42-000328|INV-42-000369|INV-42-001385|INV-42-001727|INV-42-000319|INV-42-000691|INV-42-001575|INV-42-001899|INV-42-001845|INV-42-000028|INV-42-001723|INV-42-000527|INV-42-001029|INV-42-000775,2026-08-15
acc_genfin_demo01,settlement,0.0,185213.5,185213.5,0.0,0.0,SETL-42-000066,UTR144781871287,INV-42-001500|INV-42-001051|INV-42-000699|INV-42-000813|INV-42-000489|INV-42-000463|INV-42-000145|INV-42-001117|INV-42-000935|INV-42-000856|INV-42-000089|INV-42-000296|INV-42-000625|INV-42-000033|INV-42-000601|INV-42-000423|INV-42-000579|INV-42-001614|INV-42-001492,2026-08-17
acc_genfin_demo01,settlement,0.0,191207.06,191207.06,0.0,0.0,SETL-42-000067,UTR325469416426,INV-42-000919|INV-42-001036|INV-42-000636|INV-42-000151|INV-42-001360|INV-42-001783|INV-42-001535|INV-42-000921|INV-42-001755|INV-42-001775|INV-42-001549|INV-42-001528|INV-42-001305|INV-42-001337|INV-42-000808|INV-42-000055,2026-08-22
acc_genfin_demo01,settlement,0.0,323736.91,323688.11,0.0,0.0,SETL-42-000068,UTR595174934751,INV-42-001468|INV-42-000854|INV-42-000253|INV-42-000459|INV-42-001315|INV-42-000362|INV-42-000739|INV-42-001982|INV-42-000218|INV-42-001961|INV-42-000461|INV-42-000213|INV-42-001067|INV-42-001016|INV-42-000425|INV-42-001699|INV-42-001122|INV-42-000190|INV-42-000016|INV-42-000603|INV-42-000533|INV-42-000082|INV-42-000511|INV-42-001480|INV-42-001632|INV-42-001910|INV-42-001205|INV-42-001501|INV-42-001726|INV-42-001063|INV-42-001059|INV-42-000820|INV-42-000203,2026-08-03
acc_genfin_demo01,settlement,0.0,49959.91,49959.91,0.0,0.0,SETL-42-000069,UTR616426799791,INV-42-001799|INV-42-000585|INV-42-000299|INV-42-001133|INV-42-000878|INV-42-001346,2026-05-07
acc_genfin_demo01,settlement,0.0,331435.71,331435.71,0.0,0.0,SETL-42-000070,UTR783350097787,INV-42-000378|INV-42-001303|INV-42-000245|INV-42-000128|INV-42-001208|INV-42-000525|INV-42-000022|INV-42-001224|INV-42-001310|INV-42-001748|INV-42-001343|INV-42-001212|INV-42-001028|INV-42-001316|INV-42-001270|INV-42-001927|INV-42-000867|INV-42-001862|INV-42-000996|INV-42-001996|INV-42-000979|INV-42-001253|INV-42-000244|INV-42-000357|INV-42-000891|INV-42-000019,2026-08-08
acc_genfin_demo01,settlement,0.0,368666.67,368666.67,0.0,0.0,SETL-42-000071,UTR387798339209,INV-42-001307|INV-42-001350|INV-42-001596|INV-42-001595|INV-42-001011|INV-42-000181|INV-42-001743|INV-42-001104|INV-42-001829|INV-42-000683|INV-42-000109|INV-42-000883|INV-42-000868|INV-42-000727|INV-42-000205|INV-42-001455|INV-42-001881|INV-42-000229|INV-42-001469|INV-42-000021|INV-42-001649|INV-42-001571|INV-42-001461|INV-42-000246|INV-42-000812|INV-42-001540|INV-42-001919|INV-42-000800|INV-42-000732|INV-42-001473|INV-42-001973|INV-42-001137|INV-42-001443|INV-42-000771|INV-42-001182|INV-42-000102|INV-42-000310|INV-42-000591,2026-08-29
acc_genfin_demo01,settlement,0.0,447315.33,447315.33,0.0,0.0,SETL-42-000072,UTR978643504522,INV-42-001155|INV-42-000320|INV-42-000649|INV-42-000620|INV-42-001267|INV-42-000157|INV-42-000780|INV-42-001141|INV-42-000050|INV-42-001634|INV-42-001320|INV-42-000116|INV-42-001730|INV-42-001663|INV-42-000801|INV-42-001559|INV-42-000027|INV-42-000196|INV-42-001643|INV-42-000091|INV-42-000519|INV-42-001099|INV-42-000973|INV-42-001980|INV-42-000331|INV-42-000882|INV-42-001985|INV-42-000147|INV-42-001763|INV-42-001080|INV-42-000183|INV-42-001721|INV-42-001037|INV-42-000260|INV-42-000061,2026-08-09
acc_genfin_demo01,settlement,0.0,342907.7,342907.7,0.0,0.0,SETL-42-000073,UTR451633992351,INV-42-001733|INV-42-000792|INV-42-000677|INV-42-000710|INV-42-001411|INV-42-000743|INV-42-000367|INV-42-000828|INV-42-001732|INV-42-000811|INV-42-000783|INV-42-000657|INV-42-001534|INV-42-000035|INV-42-000257|INV-42-000648|INV-42-001813|INV-42-001186|INV-42-001069|INV-42-001335|INV-42-001541|INV-42-001569|INV-42-000634|INV-42-001125|INV-42-001907|INV-42-000487|INV-42-001851|INV-42-000920|INV-42-000308|INV-42-000490|INV-42-001629,2026-08-22
acc_genfin_demo01,settlement,0.0,224218.35,224218.35,0.0,0.0,SETL-42-000074,UTR219352142601,INV-42-001807|INV-42-000580|INV-42-000645|INV-42-001232|INV-42-001039|INV-42-001915|INV-42-000336|INV-42-001971|INV-42-001782|INV-42-001072|INV-42-000590|INV-42-001264|INV-42-001977|INV-42-000394|INV-42-001680|INV-42-000415|INV-42-000528|INV-42-000791|INV-42-000568|INV-42-000513,2026-08-22
acc_genfin_demo01,settlement,0.0,217868.76,217868.76,0.0,0.0,SETL-42-000075,UTR332933412784,INV-42-000133|INV-42-000471|INV-42-001479|INV-42-000969|INV-42-001127|INV-42-000225|INV-42-001873|INV-42-001545|INV-42-001757|INV-42-000823|INV-42-001849|INV-42-001604|INV-42-001684|INV-42-000522|INV-42-000332|INV-42-001622|INV-42-000690|INV-42-001998|INV-42-000418|INV-42-001209|INV-42-000119|INV-42-000672|INV-42-001365|INV-42-000830,2026-07-18
acc_genfin_demo01,settlement,0.0,126798.2,126798.2,0.0,0.0,SETL-42-000076,UTR482824351907,INV-42-001093|INV-42-000806|INV-42-001301|INV-42-000452|INV-42-000204|INV-42-000038|INV-42-001877|INV-42-000193|INV-42-001942|INV-42-001285|INV-42-000494|INV-42-001706,2026-08-22
acc_genfin_demo01,settlement,0.0,112514.66,112520.56,5.0,0.9,SETL-42-000077,UTR877632163267,INV-42-001865|INV-42-000689|INV-42-001488|INV-42-001433|INV-42-000604|INV-42-001984|INV-42-001805|INV-42-001248|INV-42-000146|INV-42-001103,2026-07-24
acc_genfin_demo01,settlement,0.0,443288.38,443288.38,0.0,0.0,SETL-42-000078,UTR403871740184,INV-42-000074|INV-42-001481|INV-42-000957|INV-42-001840|INV-42-000142|INV-42-001292|INV-42-001756|INV-42-000915|INV-42-001071|INV-42-000445|INV-42-000730|INV-42-001902|INV-42-000275|INV-42-000667|INV-42-001331|INV-42-000105|INV-42-001546|INV-42-001666|INV-42-001810|INV-42-000065|INV-42-001167|INV-42-001888|INV-42-001918|INV-42-000215|INV-42-000855|INV-42-000552,2026-08-30
acc_genfin_demo01,settlement,0.0,131503.97,131503.97,0.0,0.0,SETL-42-000079,UTR387822890200,INV-42-000280|INV-42-000881|INV-42-000252|INV-42-000829|INV-42-000990|INV-42-000472|INV-42-001618|INV-42-001844|INV-42-001779|INV-42-000224|INV-42-000503|INV-42-000358|INV-42-000685|INV-42-000121|INV-42-000084|INV-42-001173|INV-42-001794,2026-08-08
acc_genfin_demo01,settlement,0.0,553385.95,553385.95,0.0,0.0,SETL-42-000080,UTR955348949346,INV-42-001893|INV-42-000315|INV-42-001518|INV-42-000163|INV-42-001827|INV-42-001650|INV-42-000584|INV-42-000918|INV-42-000200|INV-42-000496|INV-42-001295|INV-42-001859|INV-42-000874|INV-42-001525|INV-42-000372|INV-42-000546|INV-42-001135|INV-42-000455|INV-42-001507|INV-42-001552|INV-42-000110|INV-42-001747|INV-42-001703|INV-42-000777|INV-42-000448|INV-42-001450|INV-42-001402|INV-42-000476|INV-42-001192|INV-42-001076|INV-42-000756|INV-42-000075|INV-42-000765|INV-42-000928|INV-42-001383|INV-42-001391|INV-42-001078,2026-08-07
acc_genfin_demo01,settlement,0.0,164469.92,164469.92,0.0,0.0,SETL-42-000081,UTR641577249930,INV-42-000948|INV-42-000631|INV-42-001761|INV-42-000617|INV-42-000984|INV-42-000500|INV-42-000538|INV-42-001896|INV-42-001831|INV-42-000998|INV-42-001035|INV-42-001474|INV-42-000929|INV-42-000039|INV-42-001235|INV-42-001675,2026-07-28
acc_genfin_demo01,settlement,0.0,141974.13,141974.13,0.0,0.0,SETL-42-000082,UTR661537958900,INV-42-001938|INV-42-000122|INV-42-001049|INV-42-000781|INV-42-000149|INV-42-001100|INV-42-000273|INV-42-001418|INV-42-001951|INV-42-001667|INV-42-000545|INV-42-000597,2026-06-07
acc_genfin_demo01,settlement,0.0,74954.41,74978.63,0.0,0.0,SETL-42-000083,UTR367603921364,INV-42-000132|INV-42-001556|INV-42-001215|INV-42-001366|INV-42-000804|INV-42-001459|INV-42-000949,2026-08-16
acc_genfin_demo01,settlement,0.0,107275.14,107275.14,0.0,0.0,SETL-42-000084,UTR901717145223,INV-42-000747|INV-42-000446|INV-42-000974|INV-42-001542|INV-42-001169|INV-42-000211|INV-42-000419|INV-42-001429|INV-42-001118|INV-42-000481|INV-42-000365|INV-42-000761,2026-08-08
acc_genfin_demo01,settlement,0.0,81084.81,81084.81,0.0,0.0,SETL-42-000085,UTR613899475591,INV-42-001905|INV-42-001271|INV-42-001024|INV-42-000420|INV-42-000904|INV-42-000938|INV-42-001386|INV-42-001966|INV-42-001861,2026-06-18
acc_genfin_demo01,settlement,0.0,51610.2,52857.64,1057.15,190.29,SETL-42-000086,UTR202398865065,INV-42-000977|INV-42-000622|INV-42-001095|INV-42-000903|INV-42-000180|INV-42-001659,2026-03-30
